"","image","specie","group","id","tree_size","tree_magnitude","tree_altitude","tree_index"
"4736","dicot-sim-75-5-20.rsml","dicot","75","5",41,21,21,1
"4737","dicot-sim-75-6-20.rsml","dicot","75","6",41,21,21,1
"4738","dicot-sim-75-7-20.rsml","dicot","75","7",45,23,23,1
"4739","dicot-sim-75-8-20.rsml","dicot","75","8",31,16,16,1
"4740","dicot-sim-75-9-20.rsml","dicot","75","9",51,26,26,1
"4741","dicot-sim-76-1-20.rsml","dicot","76","1",87,44,44,1
"4742","dicot-sim-76-10-20.rsml","dicot","76","10",71,36,36,1
"4743","dicot-sim-76-2-20.rsml","dicot","76","2",79,40,40,1
"4744","dicot-sim-76-3-20.rsml","dicot","76","3",89,45,45,1
"4745","dicot-sim-76-4-20.rsml","dicot","76","4",81,41,41,1
"4746","dicot-sim-76-5-20.rsml","dicot","76","5",73,37,37,1
"4747","dicot-sim-76-6-20.rsml","dicot","76","6",77,39,39,1
"4748","dicot-sim-76-7-20.rsml","dicot","76","7",71,36,36,1
"4749","dicot-sim-76-8-20.rsml","dicot","76","8",65,33,33,1
"4750","dicot-sim-76-9-20.rsml","dicot","76","9",79,40,40,1
"4751","dicot-sim-77-1-14.rsml","dicot","77","1",205,103,103,1
"4752","dicot-sim-77-10-14.rsml","dicot","77","10",199,100,100,1
"4753","dicot-sim-77-2-14.rsml","dicot","77","2",195,98,98,1
"4754","dicot-sim-77-3-14.rsml","dicot","77","3",207,104,104,1
"4755","dicot-sim-77-4-14.rsml","dicot","77","4",201,101,101,1
"4756","dicot-sim-77-5-14.rsml","dicot","77","5",203,102,102,1
"4757","dicot-sim-77-6-14.rsml","dicot","77","6",207,104,104,1
"4758","dicot-sim-77-7-14.rsml","dicot","77","7",203,102,102,1
"4759","dicot-sim-77-8-14.rsml","dicot","77","8",211,106,106,1
"4760","dicot-sim-77-9-14.rsml","dicot","77","9",199,100,100,1
"4761","dicot-sim-78-1-20.rsml","dicot","78","1",165,83,83,1
"4762","dicot-sim-78-10-20.rsml","dicot","78","10",151,76,76,1
"4763","dicot-sim-78-2-20.rsml","dicot","78","2",165,83,83,1
"4764","dicot-sim-78-3-20.rsml","dicot","78","3",169,85,85,1
"4765","dicot-sim-78-4-20.rsml","dicot","78","4",159,80,80,1
"4766","dicot-sim-78-5-20.rsml","dicot","78","5",163,82,82,1
"4767","dicot-sim-78-6-20.rsml","dicot","78","6",165,83,83,1
"4768","dicot-sim-78-7-20.rsml","dicot","78","7",147,74,74,1
"4769","dicot-sim-78-8-20.rsml","dicot","78","8",167,84,84,1
"4770","dicot-sim-78-9-20.rsml","dicot","78","9",159,80,80,1
"4771","dicot-sim-79-1-14.rsml","dicot","79","1",299,150,150,1
"4772","dicot-sim-79-10-14.rsml","dicot","79","10",301,151,151,1
"4773","dicot-sim-79-2-15.rsml","dicot","79","2",313,157,157,1
"4774","dicot-sim-79-3-15.rsml","dicot","79","3",335,168,168,1
"4775","dicot-sim-79-4-14.rsml","dicot","79","4",305,153,153,1
"4776","dicot-sim-79-5-14.rsml","dicot","79","5",299,150,150,1
"4777","dicot-sim-79-6-14.rsml","dicot","79","6",325,163,163,1
"4778","dicot-sim-79-7-14.rsml","dicot","79","7",289,145,145,1
"4779","dicot-sim-79-8-14.rsml","dicot","79","8",297,149,149,1
"4780","dicot-sim-79-9-14.rsml","dicot","79","9",307,154,154,1
"4781","dicot-sim-8-1-20.rsml","dicot","8","1",35,18,18,1
"4782","dicot-sim-8-10-20.rsml","dicot","8","10",37,19,19,1
"4783","dicot-sim-8-2-20.rsml","dicot","8","2",29,15,15,1
"4784","dicot-sim-8-3-20.rsml","dicot","8","3",35,18,18,1
"4785","dicot-sim-8-4-20.rsml","dicot","8","4",47,24,24,1
"4786","dicot-sim-8-5-20.rsml","dicot","8","5",33,17,17,1
"4787","dicot-sim-8-6-20.rsml","dicot","8","6",39,20,20,1
"4788","dicot-sim-8-7-20.rsml","dicot","8","7",35,18,18,1
"4789","dicot-sim-8-8-20.rsml","dicot","8","8",45,23,23,1
"4790","dicot-sim-8-9-20.rsml","dicot","8","9",37,19,19,1
"4791","dicot-sim-80-1-20.rsml","dicot","80","1",175,88,88,1
"4792","dicot-sim-80-10-20.rsml","dicot","80","10",187,94,94,1
"4793","dicot-sim-80-2-20.rsml","dicot","80","2",183,92,92,1
"4794","dicot-sim-80-3-20.rsml","dicot","80","3",145,73,73,1
"4795","dicot-sim-80-4-20.rsml","dicot","80","4",143,72,72,1
"4796","dicot-sim-80-5-20.rsml","dicot","80","5",159,80,80,1
"4797","dicot-sim-80-6-20.rsml","dicot","80","6",163,82,82,1
"4798","dicot-sim-80-7-20.rsml","dicot","80","7",163,82,82,1
"4799","dicot-sim-80-8-20.rsml","dicot","80","8",145,73,73,1
"4800","dicot-sim-80-9-20.rsml","dicot","80","9",177,89,89,1
"4801","dicot-sim-81-1-20.rsml","dicot","81","1",13,7,7,1
"4802","dicot-sim-81-10-20.rsml","dicot","81","10",9,5,5,1
"4803","dicot-sim-81-2-20.rsml","dicot","81","2",5,3,3,1
"4804","dicot-sim-81-3-20.rsml","dicot","81","3",3,2,2,1
"4805","dicot-sim-81-4-20.rsml","dicot","81","4",11,6,6,1
"4806","dicot-sim-81-5-20.rsml","dicot","81","5",17,9,9,1
"4807","dicot-sim-81-6-20.rsml","dicot","81","6",9,5,5,1
"4808","dicot-sim-81-7-20.rsml","dicot","81","7",9,5,5,1
"4809","dicot-sim-81-8-20.rsml","dicot","81","8",15,8,8,1
"4810","dicot-sim-81-9-20.rsml","dicot","81","9",7,4,4,1
"4811","dicot-sim-82-1-20.rsml","dicot","82","1",183,92,92,1
"4812","dicot-sim-82-10-20.rsml","dicot","82","10",183,92,92,1
"4813","dicot-sim-82-2-20.rsml","dicot","82","2",175,88,88,1
"4814","dicot-sim-82-3-20.rsml","dicot","82","3",165,83,83,1
"4815","dicot-sim-82-4-20.rsml","dicot","82","4",167,84,84,1
"4816","dicot-sim-82-5-20.rsml","dicot","82","5",191,96,96,1
"4817","dicot-sim-82-6-20.rsml","dicot","82","6",179,90,90,1
"4818","dicot-sim-82-7-20.rsml","dicot","82","7",181,91,91,1
"4819","dicot-sim-82-8-20.rsml","dicot","82","8",183,92,92,1
"4820","dicot-sim-82-9-20.rsml","dicot","82","9",167,84,84,1
"4821","dicot-sim-83-1-20.rsml","dicot","83","1",13,7,7,1
"4822","dicot-sim-83-10-20.rsml","dicot","83","10",17,9,9,1
"4823","dicot-sim-83-2-20.rsml","dicot","83","2",13,7,7,1
"4824","dicot-sim-83-3-20.rsml","dicot","83","3",9,5,5,1
"4825","dicot-sim-83-4-20.rsml","dicot","83","4",15,8,8,1
"4826","dicot-sim-83-5-20.rsml","dicot","83","5",15,8,8,1
"4827","dicot-sim-83-6-20.rsml","dicot","83","6",13,7,7,1
"4828","dicot-sim-83-7-20.rsml","dicot","83","7",13,7,7,1
"4829","dicot-sim-83-8-20.rsml","dicot","83","8",25,13,13,1
"4830","dicot-sim-83-9-20.rsml","dicot","83","9",15,8,8,1
"4831","dicot-sim-84-1-20.rsml","dicot","84","1",5,3,3,1
"4832","dicot-sim-84-10-20.rsml","dicot","84","10",15,8,8,1
"4833","dicot-sim-84-2-20.rsml","dicot","84","2",11,6,6,1
"4834","dicot-sim-84-3-20.rsml","dicot","84","3",9,5,5,1
"4835","dicot-sim-84-4-20.rsml","dicot","84","4",13,7,7,1
"4836","dicot-sim-84-5-20.rsml","dicot","84","5",19,10,10,1
"4837","dicot-sim-84-6-20.rsml","dicot","84","6",17,9,9,1
"4838","dicot-sim-84-7-20.rsml","dicot","84","7",9,5,5,1
"4839","dicot-sim-84-8-20.rsml","dicot","84","8",17,9,9,1
"4840","dicot-sim-84-9-20.rsml","dicot","84","9",19,10,10,1
"4841","dicot-sim-85-1-20.rsml","dicot","85","1",19,10,10,1
"4842","dicot-sim-85-10-20.rsml","dicot","85","10",17,9,9,1
"4843","dicot-sim-85-2-20.rsml","dicot","85","2",27,14,14,1
"4844","dicot-sim-85-3-20.rsml","dicot","85","3",19,10,10,1
"4845","dicot-sim-85-4-20.rsml","dicot","85","4",17,9,9,1
"4846","dicot-sim-85-5-20.rsml","dicot","85","5",13,7,7,1
"4847","dicot-sim-85-6-20.rsml","dicot","85","6",15,8,8,1
"4848","dicot-sim-85-7-20.rsml","dicot","85","7",21,11,11,1
"4849","dicot-sim-85-8-20.rsml","dicot","85","8",23,12,12,1
"4850","dicot-sim-85-9-20.rsml","dicot","85","9",19,10,10,1
"4851","dicot-sim-86-1-17.rsml","dicot","86","1",359,180,180,1
"4852","dicot-sim-86-10-17.rsml","dicot","86","10",353,177,177,1
"4853","dicot-sim-86-2-17.rsml","dicot","86","2",341,171,171,1
"4854","dicot-sim-86-3-17.rsml","dicot","86","3",351,176,176,1
"4855","dicot-sim-86-4-17.rsml","dicot","86","4",343,172,172,1
"4856","dicot-sim-86-5-17.rsml","dicot","86","5",349,175,175,1
"4857","dicot-sim-86-6-17.rsml","dicot","86","6",333,167,167,1
"4858","dicot-sim-86-7-17.rsml","dicot","86","7",337,169,169,1
"4859","dicot-sim-86-8-18.rsml","dicot","86","8",377,189,189,1
"4860","dicot-sim-86-9-18.rsml","dicot","86","9",391,196,196,1
"4861","dicot-sim-87-1-20.rsml","dicot","87","1",71,36,36,1
"4862","dicot-sim-87-10-20.rsml","dicot","87","10",65,33,33,1
"4863","dicot-sim-87-2-20.rsml","dicot","87","2",69,35,35,1
"4864","dicot-sim-87-3-20.rsml","dicot","87","3",75,38,38,1
"4865","dicot-sim-87-4-20.rsml","dicot","87","4",67,34,34,1
"4866","dicot-sim-87-5-20.rsml","dicot","87","5",67,34,34,1
"4867","dicot-sim-87-6-20.rsml","dicot","87","6",71,36,36,1
"4868","dicot-sim-87-7-20.rsml","dicot","87","7",75,38,38,1
"4869","dicot-sim-87-8-20.rsml","dicot","87","8",69,35,35,1
"4870","dicot-sim-87-9-20.rsml","dicot","87","9",75,38,38,1
"4871","dicot-sim-88-1-20.rsml","dicot","88","1",11,6,6,1
"4872","dicot-sim-88-10-20.rsml","dicot","88","10",25,13,13,1
"4873","dicot-sim-88-2-20.rsml","dicot","88","2",21,11,11,1
"4874","dicot-sim-88-3-20.rsml","dicot","88","3",27,14,14,1
"4875","dicot-sim-88-4-20.rsml","dicot","88","4",21,11,11,1
"4876","dicot-sim-88-5-20.rsml","dicot","88","5",9,5,5,1
"4877","dicot-sim-88-6-20.rsml","dicot","88","6",17,9,9,1
"4878","dicot-sim-88-7-20.rsml","dicot","88","7",15,8,8,1
"4879","dicot-sim-88-8-20.rsml","dicot","88","8",19,10,10,1
"4880","dicot-sim-88-9-20.rsml","dicot","88","9",23,12,12,1
"4881","dicot-sim-89-1-20.rsml","dicot","89","1",25,13,13,1
"4882","dicot-sim-89-10-20.rsml","dicot","89","10",39,20,20,1
"4883","dicot-sim-89-2-20.rsml","dicot","89","2",23,12,12,1
"4884","dicot-sim-89-3-20.rsml","dicot","89","3",31,16,16,1
"4885","dicot-sim-89-4-20.rsml","dicot","89","4",39,20,20,1
"4886","dicot-sim-89-5-20.rsml","dicot","89","5",35,18,18,1
"4887","dicot-sim-89-6-20.rsml","dicot","89","6",25,13,13,1
"4888","dicot-sim-89-7-20.rsml","dicot","89","7",37,19,19,1
"4889","dicot-sim-89-8-20.rsml","dicot","89","8",39,20,20,1
"4890","dicot-sim-89-9-20.rsml","dicot","89","9",41,21,21,1
"4891","dicot-sim-9-1-20.rsml","dicot","9","1",41,21,21,1
"4892","dicot-sim-9-10-20.rsml","dicot","9","10",51,26,26,1
"4893","dicot-sim-9-2-20.rsml","dicot","9","2",51,26,26,1
"4894","dicot-sim-9-3-20.rsml","dicot","9","3",55,28,28,1
"4895","dicot-sim-9-4-20.rsml","dicot","9","4",59,30,30,1
"4896","dicot-sim-9-5-20.rsml","dicot","9","5",57,29,29,1
"4897","dicot-sim-9-6-20.rsml","dicot","9","6",55,28,28,1
"4898","dicot-sim-9-7-20.rsml","dicot","9","7",55,28,28,1
"4899","dicot-sim-9-8-20.rsml","dicot","9","8",63,32,32,1
"4900","dicot-sim-9-9-20.rsml","dicot","9","9",43,22,22,1
"4901","dicot-sim-90-1-20.rsml","dicot","90","1",121,61,61,1
"4902","dicot-sim-90-10-20.rsml","dicot","90","10",111,56,56,1
"4903","dicot-sim-90-2-20.rsml","dicot","90","2",119,60,60,1
"4904","dicot-sim-90-3-20.rsml","dicot","90","3",123,62,62,1
"4905","dicot-sim-90-4-20.rsml","dicot","90","4",107,54,54,1
"4906","dicot-sim-90-5-20.rsml","dicot","90","5",121,61,61,1
"4907","dicot-sim-90-6-20.rsml","dicot","90","6",121,61,61,1
"4908","dicot-sim-90-7-20.rsml","dicot","90","7",119,60,60,1
"4909","dicot-sim-90-8-20.rsml","dicot","90","8",121,61,61,1
"4910","dicot-sim-90-9-20.rsml","dicot","90","9",121,61,61,1
"4911","dicot-sim-91-1-20.rsml","dicot","91","1",119,60,60,1
"4912","dicot-sim-91-10-20.rsml","dicot","91","10",113,57,57,1
"4913","dicot-sim-91-2-20.rsml","dicot","91","2",111,56,56,1
"4914","dicot-sim-91-3-20.rsml","dicot","91","3",113,57,57,1
"4915","dicot-sim-91-4-20.rsml","dicot","91","4",103,52,52,1
"4916","dicot-sim-91-5-20.rsml","dicot","91","5",97,49,49,1
"4917","dicot-sim-91-6-20.rsml","dicot","91","6",121,61,61,1
"4918","dicot-sim-91-7-20.rsml","dicot","91","7",115,58,58,1
"4919","dicot-sim-91-8-20.rsml","dicot","91","8",117,59,59,1
"4920","dicot-sim-91-9-20.rsml","dicot","91","9",117,59,59,1
"4921","dicot-sim-92-1-20.rsml","dicot","92","1",45,23,23,1
"4922","dicot-sim-92-10-20.rsml","dicot","92","10",37,19,19,1
"4923","dicot-sim-92-2-20.rsml","dicot","92","2",27,14,14,1
"4924","dicot-sim-92-3-20.rsml","dicot","92","3",25,13,13,1
"4925","dicot-sim-92-4-20.rsml","dicot","92","4",23,12,12,1
"4926","dicot-sim-92-5-20.rsml","dicot","92","5",39,20,20,1
"4927","dicot-sim-92-6-20.rsml","dicot","92","6",37,19,19,1
"4928","dicot-sim-92-7-20.rsml","dicot","92","7",39,20,20,1
"4929","dicot-sim-92-8-20.rsml","dicot","92","8",37,19,19,1
"4930","dicot-sim-92-9-20.rsml","dicot","92","9",33,17,17,1
"4931","dicot-sim-93-1-20.rsml","dicot","93","1",75,38,38,1
"4932","dicot-sim-93-10-20.rsml","dicot","93","10",79,40,40,1
"4933","dicot-sim-93-2-20.rsml","dicot","93","2",73,37,37,1
"4934","dicot-sim-93-3-20.rsml","dicot","93","3",67,34,34,1
"4935","dicot-sim-93-4-20.rsml","dicot","93","4",75,38,38,1
"4936","dicot-sim-93-5-20.rsml","dicot","93","5",69,35,35,1
"4937","dicot-sim-93-6-20.rsml","dicot","93","6",83,42,42,1
"4938","dicot-sim-93-7-20.rsml","dicot","93","7",69,35,35,1
"4939","dicot-sim-93-8-20.rsml","dicot","93","8",73,37,37,1
"4940","dicot-sim-93-9-20.rsml","dicot","93","9",77,39,39,1
"4941","dicot-sim-94-1-20.rsml","dicot","94","1",33,17,17,1
"4942","dicot-sim-94-10-20.rsml","dicot","94","10",35,18,18,1
"4943","dicot-sim-94-2-20.rsml","dicot","94","2",45,23,23,1
"4944","dicot-sim-94-3-20.rsml","dicot","94","3",35,18,18,1
"4945","dicot-sim-94-4-20.rsml","dicot","94","4",29,15,15,1
"4946","dicot-sim-94-5-20.rsml","dicot","94","5",37,19,19,1
"4947","dicot-sim-94-6-20.rsml","dicot","94","6",35,18,18,1
"4948","dicot-sim-94-7-20.rsml","dicot","94","7",35,18,18,1
"4949","dicot-sim-94-8-20.rsml","dicot","94","8",33,17,17,1
"4950","dicot-sim-94-9-20.rsml","dicot","94","9",27,14,14,1
"4951","dicot-sim-95-1-20.rsml","dicot","95","1",35,18,18,1
"4952","dicot-sim-95-10-20.rsml","dicot","95","10",49,25,25,1
"4953","dicot-sim-95-2-20.rsml","dicot","95","2",37,19,19,1
"4954","dicot-sim-95-3-20.rsml","dicot","95","3",51,26,26,1
"4955","dicot-sim-95-4-20.rsml","dicot","95","4",45,23,23,1
"4956","dicot-sim-95-5-20.rsml","dicot","95","5",39,20,20,1
"4957","dicot-sim-95-6-20.rsml","dicot","95","6",49,25,25,1
"4958","dicot-sim-95-7-20.rsml","dicot","95","7",43,22,22,1
"4959","dicot-sim-95-8-20.rsml","dicot","95","8",49,25,25,1
"4960","dicot-sim-95-9-20.rsml","dicot","95","9",39,20,20,1
"4961","dicot-sim-96-1-20.rsml","dicot","96","1",15,8,8,1
"4962","dicot-sim-96-10-20.rsml","dicot","96","10",7,4,4,1
"4963","dicot-sim-96-2-20.rsml","dicot","96","2",5,3,3,1
"4964","dicot-sim-96-3-20.rsml","dicot","96","3",7,4,4,1
"4965","dicot-sim-96-4-20.rsml","dicot","96","4",13,7,7,1
"4966","dicot-sim-96-5-20.rsml","dicot","96","5",13,7,7,1
"4967","dicot-sim-96-6-20.rsml","dicot","96","6",11,6,6,1
"4968","dicot-sim-96-7-20.rsml","dicot","96","7",9,5,5,1
"4969","dicot-sim-96-8-20.rsml","dicot","96","8",9,5,5,1
"4970","dicot-sim-96-9-20.rsml","dicot","96","9",11,6,6,1
"4971","dicot-sim-97-1-16.rsml","dicot","97","1",135,68,68,1
"4972","dicot-sim-97-10-17.rsml","dicot","97","10",139,70,70,1
"4973","dicot-sim-97-2-17.rsml","dicot","97","2",145,73,73,1
"4974","dicot-sim-97-3-17.rsml","dicot","97","3",151,76,76,1
"4975","dicot-sim-97-4-17.rsml","dicot","97","4",139,70,70,1
"4976","dicot-sim-97-5-17.rsml","dicot","97","5",135,68,68,1
"4977","dicot-sim-97-6-17.rsml","dicot","97","6",145,73,73,1
"4978","dicot-sim-97-7-17.rsml","dicot","97","7",141,71,71,1
"4979","dicot-sim-97-8-17.rsml","dicot","97","8",143,72,72,1
"4980","dicot-sim-97-9-17.rsml","dicot","97","9",145,73,73,1
"4981","dicot-sim-98-1-20.rsml","dicot","98","1",35,18,18,1
"4982","dicot-sim-98-10-20.rsml","dicot","98","10",29,15,15,1
"4983","dicot-sim-98-2-20.rsml","dicot","98","2",35,18,18,1
"4984","dicot-sim-98-3-20.rsml","dicot","98","3",41,21,21,1
"4985","dicot-sim-98-4-20.rsml","dicot","98","4",31,16,16,1
"4986","dicot-sim-98-5-20.rsml","dicot","98","5",27,14,14,1
"4987","dicot-sim-98-6-20.rsml","dicot","98","6",35,18,18,1
"4988","dicot-sim-98-7-20.rsml","dicot","98","7",25,13,13,1
"4989","dicot-sim-98-8-20.rsml","dicot","98","8",25,13,13,1
"4990","dicot-sim-98-9-20.rsml","dicot","98","9",43,22,22,1
"4991","dicot-sim-99-1-20.rsml","dicot","99","1",57,29,29,1
"4992","dicot-sim-99-10-20.rsml","dicot","99","10",41,21,21,1
"4993","dicot-sim-99-2-20.rsml","dicot","99","2",55,28,28,1
"4994","dicot-sim-99-3-20.rsml","dicot","99","3",53,27,27,1
"4995","dicot-sim-99-4-20.rsml","dicot","99","4",49,25,25,1
"4996","dicot-sim-99-5-20.rsml","dicot","99","5",51,26,26,1
"4997","dicot-sim-99-6-20.rsml","dicot","99","6",51,26,26,1
"4998","dicot-sim-99-7-20.rsml","dicot","99","7",41,21,21,1
"4999","dicot-sim-99-8-20.rsml","dicot","99","8",49,25,25,1
"5000","dicot-sim-99-9-20.rsml","dicot","99","9",47,24,24,1
"5001","monocot-sim-1-1-20.rsml","monocot","1","1",53,28,18,0.64285713
"5002","monocot-sim-1-10-20.rsml","monocot","1","10",55,29,17,0.5862069
"5003","monocot-sim-1-2-20.rsml","monocot","1","2",51,27,13,0.4814815
"5004","monocot-sim-1-3-20.rsml","monocot","1","3",61,32,18,0.5625
"5005","monocot-sim-1-4-20.rsml","monocot","1","4",45,24,13,0.5416667
"5006","monocot-sim-1-5-20.rsml","monocot","1","5",47,25,15,0.6
"5007","monocot-sim-1-6-20.rsml","monocot","1","6",61,32,19,0.59375
"5008","monocot-sim-1-7-20.rsml","monocot","1","7",49,26,17,0.65384614
"5009","monocot-sim-1-8-20.rsml","monocot","1","8",57,30,17,0.56666666
"5010","monocot-sim-1-9-20.rsml","monocot","1","9",55,29,16,0.55172414
"5011","monocot-sim-10-1-17.rsml","monocot","10","1",895,450,117,0.26
"5012","monocot-sim-10-10-16.rsml","monocot","10","10",805,405,113,0.27901235
"5013","monocot-sim-10-2-16.rsml","monocot","10","2",791,398,107,0.26884422
"5014","monocot-sim-10-3-16.rsml","monocot","10","3",801,403,111,0.27543426
"5015","monocot-sim-10-4-17.rsml","monocot","10","4",893,449,114,0.25389755
"5016","monocot-sim-10-5-16.rsml","monocot","10","5",791,398,110,0.2763819
"5017","monocot-sim-10-6-17.rsml","monocot","10","6",895,450,115,0.25555557
"5018","monocot-sim-10-7-17.rsml","monocot","10","7",891,448,124,0.2767857
"5019","monocot-sim-10-8-16.rsml","monocot","10","8",795,400,106,0.265
"5020","monocot-sim-10-9-16.rsml","monocot","10","9",783,394,107,0.2715736
"5021","monocot-sim-100-1-12.rsml","monocot","100","1",518,261,87,0.33333334
"5022","monocot-sim-100-10-13.rsml","monocot","100","10",612,308,93,0.30194804
"5023","monocot-sim-100-2-13.rsml","monocot","100","2",648,326,107,0.32822084
"5024","monocot-sim-100-3-13.rsml","monocot","100","3",604,304,90,0.29605263
"5025","monocot-sim-100-4-13.rsml","monocot","100","4",590,297,84,0.28282827
"5026","monocot-sim-100-5-13.rsml","monocot","100","5",612,308,97,0.31493506
"5027","monocot-sim-100-6-13.rsml","monocot","100","6",602,303,89,0.29372936
"5028","monocot-sim-100-7-13.rsml","monocot","100","7",636,320,93,0.290625
"5029","monocot-sim-100-8-13.rsml","monocot","100","8",610,307,91,0.29641694
"5030","monocot-sim-100-9-13.rsml","monocot","100","9",626,315,94,0.2984127
"5031","monocot-sim-101-1-15.rsml","monocot","101","1",596,306,32,0.104575165
"5032","monocot-sim-101-10-15.rsml","monocot","101","10",576,296,30,0.10135135
"5033","monocot-sim-101-2-15.rsml","monocot","101","2",598,307,32,0.104234524
"5034","monocot-sim-101-3-15.rsml","monocot","101","3",550,283,30,0.10600707
"5035","monocot-sim-101-4-15.rsml","monocot","101","4",594,305,30,0.09836066
"5036","monocot-sim-101-5-15.rsml","monocot","101","5",586,301,30,0.09966777
"5037","monocot-sim-101-6-15.rsml","monocot","101","6",574,295,32,0.108474575
"5038","monocot-sim-101-7-15.rsml","monocot","101","7",576,296,31,0.10472973
"5039","monocot-sim-101-8-15.rsml","monocot","101","8",566,291,30,0.10309278
"5040","monocot-sim-101-9-15.rsml","monocot","101","9",572,294,31,0.105442174
"5041","monocot-sim-102-1-13.rsml","monocot","102","1",1119,564,100,0.17730497
"5042","monocot-sim-102-10-13.rsml","monocot","102","10",1133,571,108,0.18914185
"5043","monocot-sim-102-2-13.rsml","monocot","102","2",1117,563,102,0.1811723
"5044","monocot-sim-102-3-13.rsml","monocot","102","3",1115,562,104,0.18505338
"5045","monocot-sim-102-4-13.rsml","monocot","102","4",1119,564,104,0.18439716
"5046","monocot-sim-102-5-13.rsml","monocot","102","5",1121,565,104,0.1840708
"5047","monocot-sim-102-6-13.rsml","monocot","102","6",1149,579,107,0.18480138
"5048","monocot-sim-102-7-13.rsml","monocot","102","7",1095,552,98,0.17753623
"5049","monocot-sim-102-8-13.rsml","monocot","102","8",1141,575,107,0.18608695
"5050","monocot-sim-102-9-13.rsml","monocot","102","9",1103,556,107,0.19244604
"5051","monocot-sim-103-1-13.rsml","monocot","103","1",1222,619,72,0.11631664
"5052","monocot-sim-103-10-13.rsml","monocot","103","10",1238,627,79,0.12599681
"5053","monocot-sim-103-2-13.rsml","monocot","103","2",1200,608,77,0.12664473
"5054","monocot-sim-103-3-13.rsml","monocot","103","3",1168,592,73,0.12331081
"5055","monocot-sim-103-4-13.rsml","monocot","103","4",1174,595,71,0.11932773
"5056","monocot-sim-103-5-13.rsml","monocot","103","5",1206,611,77,0.12602292
"5057","monocot-sim-103-6-13.rsml","monocot","103","6",1218,617,74,0.11993517
"5058","monocot-sim-103-7-13.rsml","monocot","103","7",1176,596,70,0.11744966
"5059","monocot-sim-103-8-13.rsml","monocot","103","8",1226,621,77,0.12399356
"5060","monocot-sim-103-9-13.rsml","monocot","103","9",1212,614,79,0.1286645
"5061","monocot-sim-104-1-13.rsml","monocot","104","1",1171,594,84,0.14141414
"5062","monocot-sim-104-10-13.rsml","monocot","104","10",1153,585,81,0.13846155
"5063","monocot-sim-104-2-13.rsml","monocot","104","2",1191,604,85,0.14072847
"5064","monocot-sim-104-3-13.rsml","monocot","104","3",1157,587,81,0.13798977
"5065","monocot-sim-104-4-13.rsml","monocot","104","4",1161,589,81,0.13752122
"5066","monocot-sim-104-5-13.rsml","monocot","104","5",1193,605,85,0.14049587
"5067","monocot-sim-104-6-13.rsml","monocot","104","6",1175,596,83,0.13926175
"5068","monocot-sim-104-7-13.rsml","monocot","104","7",1177,597,86,0.14405361
"5069","monocot-sim-104-8-13.rsml","monocot","104","8",1163,590,82,0.13898306
"5070","monocot-sim-104-9-13.rsml","monocot","104","9",1195,606,83,0.1369637
"5071","monocot-sim-105-1-20.rsml","monocot","105","1",248,128,22,0.171875
"5072","monocot-sim-105-10-20.rsml","monocot","105","10",230,119,21,0.1764706
"5073","monocot-sim-105-2-20.rsml","monocot","105","2",246,127,22,0.17322835
"5074","monocot-sim-105-3-20.rsml","monocot","105","3",238,123,24,0.19512194
"5075","monocot-sim-105-4-20.rsml","monocot","105","4",238,123,24,0.19512194
"5076","monocot-sim-105-5-20.rsml","monocot","105","5",218,113,20,0.17699115
"5077","monocot-sim-105-6-20.rsml","monocot","105","6",220,114,22,0.19298245
"5078","monocot-sim-105-7-20.rsml","monocot","105","7",242,125,24,0.192
"5079","monocot-sim-105-8-20.rsml","monocot","105","8",214,111,21,0.1891892
"5080","monocot-sim-105-9-20.rsml","monocot","105","9",228,118,22,0.18644068
"5081","monocot-sim-106-1-12.rsml","monocot","106","1",423,214,53,0.24766356
"5082","monocot-sim-106-10-12.rsml","monocot","106","10",429,217,50,0.23041475
"5083","monocot-sim-106-2-12.rsml","monocot","106","2",427,216,52,0.24074075
"5084","monocot-sim-106-3-12.rsml","monocot","106","3",431,218,51,0.23394495
"5085","monocot-sim-106-4-12.rsml","monocot","106","4",451,228,54,0.23684211
"5086","monocot-sim-106-5-12.rsml","monocot","106","5",441,223,56,0.25112107
"5087","monocot-sim-106-6-12.rsml","monocot","106","6",407,206,51,0.24757281
"5088","monocot-sim-106-7-12.rsml","monocot","106","7",427,216,55,0.25462964
"5089","monocot-sim-106-8-12.rsml","monocot","106","8",425,215,49,0.22790697
"5090","monocot-sim-106-9-12.rsml","monocot","106","9",435,220,53,0.24090908
"5091","monocot-sim-107-1-20.rsml","monocot","107","1",60,40,20,0.5
"5092","monocot-sim-107-10-20.rsml","monocot","107","10",54,37,20,0.5405405
"5093","monocot-sim-107-2-20.rsml","monocot","107","2",46,33,20,0.6060606
"5094","monocot-sim-107-3-20.rsml","monocot","107","3",60,40,20,0.5
"5095","monocot-sim-107-4-20.rsml","monocot","107","4",58,39,20,0.51282054
"5096","monocot-sim-107-5-20.rsml","monocot","107","5",52,36,20,0.5555556
"5097","monocot-sim-107-6-20.rsml","monocot","107","6",56,38,20,0.5263158
"5098","monocot-sim-107-7-20.rsml","monocot","107","7",56,38,20,0.5263158
"5099","monocot-sim-107-8-20.rsml","monocot","107","8",44,32,20,0.625
"5100","monocot-sim-107-9-20.rsml","monocot","107","9",58,39,20,0.51282054
"5101","monocot-sim-108-1-20.rsml","monocot","108","1",403,205,37,0.18048781
