"","image","specie","group","id","PL.PC1","PL.PC2","PL.PC3","width50","count50","width_depth_ratio","com_y","com_x","convexhull","exploration"
"1","dicot-sim-1-1-20.rsml.jpg","dicot","1","1",-30.0018030783925,82.2245593091484,64.6755824763972,0.50166111701269,2.531915,0.19559586,0.41091156,0.51042986,48252,0.00445266786868938
"2","dicot-sim-1-10-20.rsml.jpg","dicot","1","10",-159.205687752729,41.8537352659994,-73.6210085290504,0.581749015032026,4.5833335,0.19896306,0.42004174,0.42412907,16859,0.0114497609585385
"3","dicot-sim-1-2-20.rsml.jpg","dicot","1","2",-86.3133165483907,53.1214921062784,45.356027146279,0.508452546153028,2.531915,0.21632124,0.3983734,0.506136,43689,0.00505976790496464
"4","dicot-sim-1-3-20.rsml.jpg","dicot","1","3",-65.7079438240753,-9.0137485540394,-114.13578518833,0.670143390692331,3.0208333,0.21127674,0.41367415,0.4579281,26629,0.00703239813736903
"5","dicot-sim-1-4-20.rsml.jpg","dicot","1","4",-102.395167334074,21.1925030259052,-71.823689913675,0.653726661371333,3.787234,0.22603627,0.41964233,0.51936656,64792,0.00318349394987035
"6","dicot-sim-1-5-20.rsml.jpg","dicot","1","5",-42.9139878748528,83.3994757802071,-4.22271393185246,0.516968290440538,3.7291667,0.20414777,0.427604,0.52003545,51079,0.00402307132089508
"7","dicot-sim-1-6-20.rsml.jpg","dicot","1","6",-53.9868995080319,-10.1813005302454,64.462476373508,0.66876576877431,5.0425534,0.21373057,0.41721815,0.5368739,50697,0.00431441426514389
"8","dicot-sim-1-7-20.rsml.jpg","dicot","1","7",-123.970544302106,-31.5619843381456,-23.9535108151161,0.576736669422253,3.8085105,0.21049222,0.42937708,0.51145524,75554,0.00267400270005559
"9","dicot-sim-1-8-20.rsml.jpg","dicot","1","8",102.050257636365,-6.38903681017753,-120.082141352374,0.705882336545898,6.0212765,0.23186529,0.3992002,0.4427323,35473,0.00717756039804922
"10","dicot-sim-1-9-20.rsml.jpg","dicot","1","9",17.2687847053232,-59.8647177076038,204.64273529137,0.630228224494909,3.9166667,0.23784834,0.40260166,0.52251804,39414,0.00503824021921145
"11","dicot-sim-10-1-20.rsml.jpg","dicot","10","1",-117.993981012796,95.2951023996422,18.7083609253186,0.436678194122197,11.151515,0.13634732,0.4411527,0.4667512,32407,0.0174754478970593
"12","dicot-sim-10-10-20.rsml.jpg","dicot","10","10",-32.9376105872986,3.32810926437656,28.6767085527398,0.599780051679164,9.731343,0.13352476,0.43770015,0.51990926,29545,0.0177030563547131
"13","dicot-sim-10-2-20.rsml.jpg","dicot","10","2",-125.42426957843,77.2850280986842,56.7650799596997,0.450754848139601,9.671641,0.13424264,0.4443845,0.534854,64016,0.00816181032866783
"14","dicot-sim-10-3-20.rsml.jpg","dicot","10","3",-131.988594342101,81.2513534322485,-59.1648765523153,0.473889300838291,12.208955,0.15326633,0.452027,0.48377797,74504,0.00716661964458284
"15","dicot-sim-10-4-20.rsml.jpg","dicot","10","4",-100.800197028044,47.8834970144552,0.678964629362999,0.51408937436634,10.575758,0.16756369,0.4401294,0.42459112,48632,0.0117952191972364
"16","dicot-sim-10-5-20.rsml.jpg","dicot","10","5",-95.7310996055772,62.3174594088992,53.4240227979478,0.512820528656924,12.179105,0.15326633,0.44929415,0.46201697,88547,0.00606015901159836
"17","dicot-sim-10-6-20.rsml.jpg","dicot","10","6",-136.621064962998,31.5588928857549,-35.0624263677471,0.591820331658854,10.462687,0.1511127,0.44356772,0.5049946,42647,0.0128609069805614
"18","dicot-sim-10-7-20.rsml.jpg","dicot","10","7",-88.9707177187264,-15.095396491495,24.7800483715677,0.599167763834617,12.075758,0.15392895,0.43507695,0.42515767,42597,0.0130280559663826
"19","dicot-sim-10-8-20.rsml.jpg","dicot","10","8",-90.3757185547939,69.7730007001533,54.1004279735842,0.471337581465374,12.119403,0.14860015,0.44439182,0.5521472,87060,0.00643820640937285
"20","dicot-sim-10-9-20.rsml.jpg","dicot","10","9",-81.972227172429,55.1876417536726,-23.4841955845571,0.523841491972022,9.552238,0.13603733,0.4457841,0.47226632,35484,0.0142850543907113
"21","dicot-sim-100-1-20.rsml.jpg","dicot","100","1",-45.9659788400054,-8.89520818500188,-64.4564217661357,0.689782728397679,8.494506,0.17691742,0.3880086,0.4684981,93167,0.00453281601854734
"22","dicot-sim-100-10-20.rsml.jpg","dicot","100","10",-166.042426536031,-35.9322818878257,23.202209189823,0.686079519637885,5.4835167,0.14481744,0.3978679,0.53652805,106457,0.00365112430370948
"23","dicot-sim-100-2-20.rsml.jpg","dicot","100","2",-83.2420885816429,-67.0457101521645,5.50471401116265,0.741886335227158,6.4505496,0.14947318,0.3844548,0.44578648,76062,0.00500383963082748
"24","dicot-sim-100-3-20.rsml.jpg","dicot","100","3",-217.830025541008,-5.00240961281849,-12.213439375328,0.664165173049639,6,0.16049987,0.38971087,0.5277303,172347,0.00229107509849316
"25","dicot-sim-100-4-20.rsml.jpg","dicot","100","4",-78.3879089313094,-45.2159128547472,61.3599149336818,0.659532144976354,6.4065933,0.16442049,0.3796643,0.5826705,177187,0.00228568992081812
"26","dicot-sim-100-5-20.rsml.jpg","dicot","100","5",-59.7138764919748,-149.386278049164,27.3466256248234,0.889744862380444,6.934066,0.19750062,0.38093078,0.5791799,292208,0.00143036963395937
"27","dicot-sim-100-6-20.rsml.jpg","dicot","100","6",-96.1695272204833,15.7668129747643,-8.43997625487543,0.575838244185632,6.2747254,0.17569223,0.38795817,0.5094931,183654,0.00216122344190706
"28","dicot-sim-100-7-20.rsml.jpg","dicot","100","7",-138.808126417426,-62.5712191887787,21.7340949213769,0.765565447905852,6.252747,0.17638412,0.39023256,0.5258677,188943,0.00215530472152977
"29","dicot-sim-100-8-20.rsml.jpg","dicot","100","8",-166.345369970039,-73.7408594745197,18.0673740138644,0.783664443716406,5.5274725,0.16883117,0.40106764,0.460263,120565,0.00326145564633185
"30","dicot-sim-100-9-20.rsml.jpg","dicot","100","9",-220.431228681625,-13.6651937739795,40.6776931399585,0.663330340131448,5.4175825,0.1663808,0.39320964,0.53468776,187941,0.00198452493069634
"31","dicot-sim-101-1-20.rsml.jpg","dicot","101","1",-274.170754898759,26.2474029597963,14.3114141230871,0.457264963557236,2.3253012,0.13386919,0.416172,0.5593731,147156,0.00187334971051129
"32","dicot-sim-101-10-20.rsml.jpg","dicot","101","10",-289.139765940203,9.7536956151116,-1.32491024435018,0.51940847657296,2.9518073,0.15105322,0.41615635,0.45890775,143826,0.00204776222657934
"33","dicot-sim-101-2-20.rsml.jpg","dicot","101","2",-240.367858878129,42.6929241352349,-56.8228158149352,0.440259727981111,3.5060241,0.15521064,0.405646,0.5176019,163750,0.00182378467175573
"34","dicot-sim-101-3-20.rsml.jpg","dicot","101","3",-232.883174424044,1.67572321972106,-28.4526918587078,0.610189576061016,2.0120482,0.15105322,0.398845,0.52947086,164293,0.00179276292964399
"35","dicot-sim-101-4-20.rsml.jpg","dicot","101","4",-307.99967541997,86.2147470082722,28.5038852391457,0.0578231293039937,2,0.12527716,0.42816323,0.44858354,95407,0.00270159139266511
"36","dicot-sim-101-5-20.rsml.jpg","dicot","101","5",-291.76383767125,75.0839173394638,2.00002888066772,0.294117656019875,2.4939759,0.13996674,0.4049452,0.43230054,97865,0.00304346681653298
"37","dicot-sim-101-6-20.rsml.jpg","dicot","101","6",-320.925732041686,30.3098545985678,-44.704529410335,0.387654272519437,1.120482,0.11751663,0.40673086,0.45683014,84627,0.00317838916657804
"38","dicot-sim-101-7-20.rsml.jpg","dicot","101","7",-270.449274172774,112.381951073116,3.06930582998672,0.164821654516959,2.0120482,0.15576497,0.42202014,0.477361,247899,0.0011184310142437
"39","dicot-sim-101-8-20.rsml.jpg","dicot","101","8",-301.937163334111,79.3975780606974,29.157335154697,0.0747474650168357,2.746988,0.1554878,0.40640816,0.4498572,147579,0.00196654266528436
"40","dicot-sim-101-9-20.rsml.jpg","dicot","101","9",-289.585232412248,59.2605168439553,-62.5221086518133,0.388888865287358,1.8674699,0.12804878,0.41631255,0.49447116,137400,0.00196341630276565
"41","dicot-sim-102-1-20.rsml.jpg","dicot","102","1",-242.21604114472,-52.9031651794335,-72.8280175263604,0.919431279620853,3.85,0.12685828,0.40964982,0.343782,7888,0.00615786828093306
"42","dicot-sim-102-10-20.rsml.jpg","dicot","102","10",-155.472324662759,-87.2282118125295,-132.505965782296,0.949554967114274,5.35,0.18929633,0.41142353,0.55101657,18637,0.00274529516553093
